DOI,,,,,Metal_1,Metal_2,Metal_3,Sample Name,Metal_1_Amount,Metal_2_Amount,Metal_3_Amount,Metal_1_Proportion,Metal_2_Proportion,Metal_3_Proportion,Hydrothermal Temp degree,Hydrothermal Time min,Hydrothermal Strring,Strong Reductant in liquid,Weak Reductant in liquid,Mixed in solid or liquired,Acid wash or not,Annealing Temp degree,Annealing Rising Rtae degree min-1,Annealing Time min,Annealing Stirring,Annealing Inert,Annealing Reductive,Proton Concentration M,Catalyst_Loading mg cm -2,Support Material Loading mg cm -2,support not carbon,Glassy Carbon_0/Carbon Paper_1,Scanning Speed mV s-1,O2 saturated/1 for yes,Overpotential mV @10 mA cm-2 (raw),Overpotential mV @10 mA cm-2,,
10.1016/j.ijhydene.2020.09.089,,,,,Ir,None,None,PPY-Ir-400,1,0,0,100,0,0,0,240,1,0,0,0,0,400,5,60,0,0,0,1,0.142,0,0,0,5,,334.9,335 ,,
10.1016/j.ijhydene.2020.09.089,,,,,Ir,None,None,PPY-Ir-450,1,0,0,100,0,0,0,240,1,0,0,0,0,400,5,60,0,0,0,1,0.142,0,0,0,5,,291.3,291 ,,
10.1016/j.ijhydene.2020.09.089,,,,,Ir,None,None,PPY-Ir-500,1,0,0,100,0,0,0,240,1,0,0,0,0,400,5,60,0,0,0,1,0.142,0,0,0,5,,345.6,346 ,,
10.1016/j.elecom.2020.106877,,,,,Ir,None,None,Ir/B 4 C (10 wt%),1,0,0,100,0,0,25,"2,880",1,1,0,0,0,25,0,0,0,0,0,0.1,0.00196,0.01764,0,0,5,0,314,314 ,,
10.1002/aenm.202102883,,,,,Ru,None,None,RuOx,1,0,0,100,0,0,50,600,1,0,0,0,0,450,10,60,0,0,0,1,0.15,0,0,1,5,,282.3328,282 ,,
10.1002/aenm.202102883,,,,,Ir,None,None,IrOx,1,0,0,100,0,0,50,600,1,0,0,0,0,450,10,60,0,0,0,1,0.15,0,0,1,5,,336.84056,337 ,,
10.1002/aenm.202102883,,,,,Ru,Ir,None,Ru3Ir1Ox,3,1,0,75,25,0,50,600,1,0,0,0,0,450,10,60,0,0,0,1,0.15,0,0,1,5,,231.94935,232 ,,
10.1002/aenm.202102883,,,,,Ru,Ir,None,Ru1Ir1Ox,1,1,0,50,50,0,50,600,1,0,0,0,0,450,10,60,0,0,0,1,0.15,0,0,1,5,,206.42322,206 ,,
10.1002/aenm.202102883,,,,,Ir,Ru,None,Ru1Ir3Ox,3,1,0,75,25,0,50,600,1,0,0,0,0,450,10,60,0,0,0,1,0.15,0,0,1,5,,250.1186,250 ,,
10.1002/aenm.201904114,,,,,Pt,Ir,Pd,Pt-Ir-Pd nanocages,39,10,11,65,16.66666667,18.33333333,95,150,1,0,1,0,0,25,0,0,0,0,0,0.1,0.0084,0.0336,0,0,10,1,372,372 ,,
10.1002/aenm.201904114,,,,,Pt,Ir,Pd,Pt-Ir-Pd nanocages,39,10,11,65,16.66666667,18.33333333,95,150,1,0,1,0,0,25,0,0,0,0,0,0.1,0.0168,0.0672,0,0,10,1,408,408 ,,
10.1021/acscentsci.8b00426,,,,,Ir,W,None,IrW ND,0.028417164,0.025270074,0,52.930948,47.069052,0,250,180,0,0,1,0,0,25,0,0,0,0,0,0.1,0.013458333,0.053833333,0,0,5,0,305,305 ,,
10.1021/acs.nanolett.0c00127,,,,,Fe,Ir,None,Ir-SA@Fe@NCNT,11.09893517,0.110524624,0,99.0140058,0.985994201,0,25,60,1,0,0,0,0,900,5,360,0,1,0,1,0.00114,0.28386,0,0,5,1,259.07226,259 ,,
10.1021/acs.nanolett.0c00127,,,,,Fe,Ir,None,Ir-NP@Fe@NCNT,11.09893517,1.105246235,0,90.94370856,9.056291437,0,25,60,1,0,0,0,0,900,5,360,0,1,0,1,0.0114,0.2736,0,0,5,1,281.7212,282 ,,
10.1039/C8TA07950A,,,,,Ir,K,Na,IrOOH,0.524070703,0.2,0.075929297,65.50883789,25,9.491162111,25,,1,0,0,0,1,900,,900,0,0,0,0.1,0.2,0,0,1,5,1,344,344 ,,
10.1021/acscatal.7b04410,,,,,Fe,Ir,N,Ir/Fe4N,4,1.333,1,63.16121901,21.04847624,15.79030475,25,30,1,1,0,0,0,500,7.916666667,120,0,0,1,1,0.152866242,0,0,0,10,0,316,316 ,,
10.1021/acscatal.7b04410,,,,,Co,Ir,N,Ir/Co4N,4,1.333,1,63.16121901,21.04847624,15.79030475,25,30,1,1,0,0,0,500,7.916666667,120,0,0,1,1,0.152866242,0,0,0,10,0,319,319 ,,
10.1021/acscatal.7b04410,,,,,Ni,Ir,N,Ir/Ni4N,4,1.333,1,63.16121901,21.04847624,15.79030475,25,30,1,1,0,0,0,500,7.916666667,120,0,0,1,1,0.152866242,0,0,0,10,0,346,346 ,,
10.1021/jacs.1c11241,,,,,Ir,None,None,Ir-IrOx/C-20,1,0,0,100,0,0,25,720,1,0,0,0,0,450,1,120,0,1,0,1,0.204,0,0,0,1,,198,198 ,,
10.1021/jacs.1c11241,,,,,Ir,None,None,Ir-IrOx/C-20,1,0,0,100,0,0,25,720,1,0,0,0,0,450,0.2,120,0,1,0,1,0.204,0,0,0,1,,199,199 ,,
10.1021/jacs.1c11241,,,,,Ir,None,None,Ir-IrOx/C-20,1,0,0,100,0,0,25,720,1,0,0,0,0,450,0.1,120,0,1,0,1,0.204,0,0,0,1,,190,190 ,,
10.1016/j.nanoen.2019.05.034,,,,,Ir,None,None,Ir@N-G-650,1,0,0,100,0,0,25,60,1,0,0,0,0,650,5,180,0,1,0,1,0.010791325,0.325387019,0,0,5,,368.627,369 ,,
10.1016/j.nanoen.2019.05.034,,,,,Ir,None,None,Ir@N-G-750,1,0,0,100,0,0,25,60,1,0,0,0,0,650,5,180,0,1,0,1,0.010791325,0.325387019,0,0,5,,300.58734,301 ,,
10.1016/j.nanoen.2019.05.034,,,,,Ir,None,None,Ir@N-G-850,1,0,0,100,0,0,25,60,1,0,0,0,0,650,5,180,0,1,0,1,0.010791325,0.325387019,0,0,5,,337.96339,338 ,,
10.1016/j.cej.2021.129604,,,,,Sr,Ir,None,SrIrO-1000,0.314861461,0.306416359,0,50.67965588,49.32034412,0,25,720,1,0,0,0,0,1000,5,180,0,0,0,0.1,0.404,0,0,0,5,,254,254 ,,
10.1016/j.cej.2021.129604,,,,,Sr,Ir,None,SrIrO-1100,0.314861461,0.306416359,0,50.67965588,49.32034412,0,25,720,1,0,0,0,0,1100,5,180,0,0,0,0.1,0.404,0,0,0,5,,245,245 ,,
10.1016/j.cej.2021.129604,,,,,Sr,Ir,None,SrIrO-1200,0.314861461,0.306416359,0,50.67965588,49.32034412,0,25,720,1,0,0,0,0,1200,5,180,0,0,0,0.1,0.404,0,0,0,5, ,251,251 ,,
10.1016/j.cej.2021.129604,,,,,Sr,Ir,None,SrIrO-1000,0.314861461,0.306416359,0,50.67965588,49.32034412,0,25,720,1,0,0,0,0,1000,5,180,0,0,0,1,0.404,0,0,0,5,,278,278 ,,
10.1016/j.cej.2021.129604,,,,,Sr,Ir,None,SrIrO-1100,0.314861461,0.306416359,0,50.67965588,49.32034412,0,25,720,1,0,0,0,0,1100,5,180,0,0,0,1,0.404,0,0,0,5,,263,263 ,,
10.1016/j.cej.2021.129604,,,,,Sr,Ir,None,SrIrO-1200,0.314861461,0.306416359,0,50.67965588,49.32034412,0,25,720,1,0,0,0,0,1200,5,180,0,0,0,1,0.404,0,0,0,5,,288,288 ,,
10.1016/j.cej.2021.129604,,,,,Sr,Ir,None,6H-SrIrO 3,1,1,0,50,50,0,25,,1,0,0,1,0,850,,720,0,0,0,0.1,0.404,0,0,0,5,,256,256 ,,
10.1016/j.cej.2021.129604,,,,,Sr,Ir,None,6H-SrIrO 3,1,1,0,50,50,0,25,,1,0,0,1,0,850,,720,0,0,0,1,0.404,0,0,0,5,,270,270 ,,
10.1039/d0ta07416k,,,,,Au,Ir,None,Au0.7Ir0.3CNT,7,3,0,70,30,0,140,360,1,0,1,0,0,25,0,0,0,0,0,1,0.0285,0.2565,0,0,5,1,377,377 ,,
10.1039/d0ta07416k,,,,,Au,Ir,None,Au0.5Ir0.5CNT,5,5,0,50,50,0,140,360,1,0,1,0,0,25,0,0,0,0,0,1,0.0285,0.2565,0,0,5,1,257,257 ,,
10.1039/d0ta07416k,,,,,Ir,Au,None,Ir0.7Au0.3CNT,7,3,0,70,30,0,140,360,1,0,1,0,0,25,0,0,0,0,0,1,0.0285,0.2565,0,0,5,1,319,319 ,,
10.1039/d0ta07416k,,,,,Ir,None,None,IrCNT,1,0,0,100,0,0,140,360,1,0,1,0,0,25,0,0,0,0,0,1,0.0285,0.2565,0,0,5,1,279,279 ,,
10.1016/j.elecom.2018.08.009,,,,,P,Ir,None,P-Ir,2,1,0,66.66666667,33.33333333,0,320,60,1,0,1,0,0,25,0,0,0,1,0,0.1,0.046,0.184,0,0,10,,260,260 ,,
10.1016/j.elecom.2018.08.009,,,,,Ir,None,None,Ir,1,0,0,100,0,0,320,60,1,0,1,0,0,25,0,0,0,1,0,0.1,0.046,0.184,0,0,10,,290,290 ,,
10.1021/acsaem.9b01642,,,,,Li,Ir,None,IrOx-Li2CO3,16,1,0,94.11764706,5.882352941,0,25,960,1,0,0,0,0,25,0,0,0,0,0,0.1,0.1,0,0,0,5,1,255.64917,256 ,,
10.1021/acsaem.9b01642,,,,,Li,Ir,None,IrOx-LiOH,8,1,0,88.88888889,11.11111111,0,25,960,1,0,0,0,0,25,0,0,0,0,0,0.1,0.1,0,0,0,5,1,273.07241,273 ,,
10.1021/acsaem.9b01642,,,,,Na,Ir,None,IrOx-Na2CO3,16,1,0,94.11764706,5.882352941,0,25,960,1,0,0,0,0,25,0,0,0,0,0,0.1,0.1,0,0,0,5,1,366.45732,366 ,,
10.1021/acsaem.9b01642,,,,,Na,Ir,None,IrOx-NaOH,8,1,0,88.88888889,11.11111111,0,25,960,1,0,0,0,0,25,0,0,0,0,0,0.1,0.1,0,0,0,5,1,288.37537,288 ,,
10.1021/acsaem.9b01642,,,,,K,Ir,None,IrOx-K2CO3,16,1,0,94.11764706,5.882352941,0,25,960,1,0,0,0,0,25,0,0,0,0,0,0.1,0.1,0,0,0,5,1,430.25036,430 ,,
10.1021/acsaem.9b01642,,,,,K,Ir,None,IrOx-KOH,8,1,0,88.88888889,11.11111111,0,25,960,1,0,0,0,0,25,0,0,0,0,0,0.1,0.1,0,0,0,5,1,338.52481,339 ,,
10.1021/acsaem.9b01642,,,,,Li,Ir,None,IrOx-Li2CO3,16,1,0,94.11764706,5.882352941,0,25,960,1,0,0,0,0,25,0,0,0,0,0,0.1,0.1,0,0,0,0.5,1,282.77177,283 ,,
10.1021/acsaem.9b01642,,,,,Li,Ir,None,IrOx-LiOH,8,1,0,88.88888889,11.11111111,0,25,960,1,0,0,0,0,25,0,0,0,0,0,0.1,0.1,0,0,0,0.5,1,283.5077,284 ,,
10.1002/anie.201806300,,,,,Ru,Au,None,Au-Ru branched NPs,2,1,0,66.66666667,33.33333333,0,140,1200,0,0,1,0,0,25,0,0,0,0,1,0.1,0.40764,0,0,0,50,,219,219 ,,
10.1021/acscatal.1c01867,,,,,Pd,Ir,None,Pd@Ir cube ,0.907330827,0.018020833,0,98.05254217,1.947457827,0,180,60,1,0,1,0,0,25,0,0,0,0,0,0.1,0.034682081,0.052023121,0,0,10,1,311.04161,311 ,,
10.1021/acscatal.1c01867,,,,,Pd,Ir,None,Pd@Ir oct,0.905075188,0.019270833,0,97.9151927,2.0848073,0,180,60,1,0,1,0,0,25,0,0,0,0,0,0.1,0.032432432,0.048648649,0,0,10,1,355.3976,355 ,,
10.1021/acscatal.1c01867,,,,,Pd,Ir,None,Pd@Ir TOH,0.911184211,0.018229167,0,98.03863737,1.961362631,0,130,60,1,0,1,0,0,25,0,0,0,0,0,0.1,0.039344262,0.059016393,0,0,10,1,299.5924,300 ,,
10.1016/j.ijhydene.2011.01.131,,,,,Ir,Si,None,Ti/0.5IrO2-(0.5)SiO2,0.5,0.5,0,50,50,0,25,,1,0,0,0,0,500,,160,0,0,0,1,2,0,0,1,1,,325.91564,326 ,,
10.1016/j.ijhydene.2011.01.131,,,,,Ir,Si,None,Ti/0.67IrO2-(0.33)SiO2,0.67,0.33,0,67,33,0,25,,1,0,0,0,0,500,,160,0,0,0,1,2,0,0,1,1,,334.51753,335 ,,
10.1016/j.ijhydene.2011.01.131,,,,,Ir,Si,None,Ti/0.75IrO2-(0.25)SiO2,0.75,0.25,0,75,25,0,25,,1,0,0,0,0,500,,160,0,0,0,1,2,0,0,1,1,,342.70153,343 ,,
10.1016/j.ijhydene.2011.01.131,,,,,Ir,Si,None,Ti/0.8IrO2-(0.2)SiO2,0.8,0.2,0,80,20,0,25,,1,0,0,0,0,500,,160,0,0,0,1,2,0,0,1,1,,350.11936,350 ,,
10.1016/j.ijhydene.2011.01.131,,,,,Ir,Si,None,Ti/0.9IrO2-(0.1)SiO2,0.9,0.1,0,90,10,0,25,,1,0,0,0,0,500,,160,0,0,0,1,2,0,0,1,1,,371.04948,371 ,,
10.1134/s1023193516110124,,,,,Ir,None,None,Ir1Ni0O2 – y,1,0,0,100,0,0,60,480,1,0,0,0,0,450,,60,0,0,0,1,0.102,0,0,0,5,1,344.07734,344 ,,
10.1134/s1023193516110124,,,,,Ir,Ni,None,Ir0.9Ni0.1O2 – y,0.9,0.1,0,90,10,0,60,480,1,0,0,0,0,450,,60,0,0,0,1,0.102,0,0,0,5,1,343.07911,343 ,,
10.1134/s1023193516110124,,,,,Ir,Ni,None,Ir0.8Ni0.2O2 – y,0.8,0.2,0,80,20,0,60,480,1,0,0,0,0,450,,60,0,0,0,1,0.102,0,0,0,5,1,334.09497,334 ,,
10.1134/s1023193516110124,,,,,Ir,Ni,None,Ir0.7Ni0.3O2 – y,0.7,0.3,0,70,30,0,60,480,1,0,0,0,0,450,,60,0,0,0,1,0.102,0,0,0,5,1,335.87753,336 ,,
10.1134/s1023193516110124,,,,,Ir,Ni,None,Ir0.6Ni0.4O2 – y,0.6,0.4,0,60,40,0,60,480,1,0,0,0,0,450,,60,0,0,0,1,0.102,0,0,0,5,1,337.5175,338 ,,
10.1134/s1023193516110124,,,,,Ir,Ni,None,Ir0.5Ni0.5O2 – y,0.5,0.5,0,50,50,0,60,480,1,0,0,0,0,450,,60,0,0,0,1,0.102,0,0,0,5,1,373.73926,374 ,,
10.1149/08008.1077ecst,,,,,Ir,None,None,IrO2-450,1,0,0,100,0,0,25,30,1,0,0,0,0,450,,15,0,0,0,0.1,0.179363057,0.358726115,0,0,,,220,220 ,,
10.1039/D0NA00912A,,,,,Co,Ir,None,CoIr-CL,0.010752688,0.001041667,0,91.16809117,8.831908832,0,120,10,1,0,0,0,1,300,,20,0,1,0,0.1,0.016276596,0,0,0,20,0,308,308 ,,
10.1021/acs.chemmater.0c00081,,,,,Ba,Ir,Ti,Ba3TiIr2O9,3,2,1,50,33.33333333,16.66666667,25,,1,0,0,1,0,1100,,2160,0,0,0,0.1,0.282942121,0,0,0,1,0,331.72555,332 ,,
10.1021/acs.chemmater.0c00081,,,,,Ba,Ir,Ti,Ba3TiIr2O9-PC,3.75,0.15,0.15,92.59259259,3.703703704,3.703703704,25,240,1,0,0,0,1,600,1.7,360,0,0,0,0.1,0.282942121,0,0,0,1,0,274.4757,274 ,,
10.1039/C7TA00679A,,,,,Sn,V,Ir,Ir/SnO2:Sb-V,0.44613351,0.291534949,0.12494355,51.71890784,33.79676451,14.48432765,25,250,1,1,0,0,0,25,0,0,0,0,0,0.1,0.017,0.043,1,0,5,0,310.07871,310 ,,
10.1039/C7TA00679A,,,,,Sn,Ir,Sb,Ir/SnO2:Sb,0.44613351,0.12494355,0.04957039,71.88195331,20.13116299,7.986883701,25,250,1,1,0,0,0,25,0,0,0,0,0,0.1,0.017,0.043,1,0,5,0,313.95559,314 ,,
10.1039/D1NR01795K,,,,,Ir,Mn,None,Ir@β-Mn-1,1,1.01,0,49.75124378,50.24875622,0,150,720,0,0,0,0,0,400,,360,0,0,0,0.1,0.14,0.06,1,1,10,,319.17043,319 ,,
10.1039/D1NR01795K,,,,,Ir,Mn,None,Ir@β-Mn-2,1,0.67,0,59.88023952,40.11976048,0,150,720,0,0,0,0,0,400,,360,0,0,0,0.1,0.128,0.072,1,1,10,,306.09981,306 ,,
10.1039/D1NR01795K,,,,,Ir,Mn,None,Ir@β-Mn-3,1,0.51,0,66.22516556,33.77483444,0,150,720,0,0,0,0,0,400,,360,0,0,0,0.1,0.107,0.093,1,1,10,,294.03264,294 ,,
10.1039/D1NR01795K,,,,,Ir,Mn,None,Ir@β-Mn-4,1,0.25,0,80,20,0,150,720,0,0,0,0,0,400,,360,0,0,0,0.1,0.075,0.125,1,1,10,,288.75808,289 ,,
10.1039/D1NR01795K,,,,,Ir,None,None,IrO2-cry-400,0,1,0,0,100,0,150,720,0,0,0,0,0,400,,360,0,0,0,0.1,0.2,0,0,1,10,,336.94956,337 ,,
10.1039/D1NR01795K,,,,,Ir,None,None,IrO2-cry-200,0,1,0,0,100,0,150,720,0,0,0,0,0,200,,360,0,0,0,0.1,0.2,0,0,1,10,,347.26442,347 ,,
10.1039/D1NR01795K,,,,,Ir,None,None,IrO2-cry-500,0,1,0,0,100,0,150,720,0,0,0,0,0,500,,360,0,0,0,0.1,0.2,0,0,1,10,,380.90441,381 ,,
10.1039/D1NR01795K,,,,,Ir,None,None,IrO2-cry-600,0,1,0,0,100,0,150,720,0,0,0,0,0,600,,360,0,0,0,0.1,0.2,0,0,1,10,,398.25003,398 ,,
10.1039/D1NR01795K,,,,,Ir,None,None,IrO2-cry-700,0,1,0,0,100,0,150,720,0,0,0,0,0,700,,360,0,0,0,0.1,0.2,0,0,1,10,,431.01398,431 ,,
10.1021/acsami.9b19352,,,,,Ru,Y,None,Y 2 Ru 2 O 7-δ,2,2,0,50,50,0,80,480,1,0,0,0,0,1050,,720,0,0,0,1,0.206666667,0.041333333,0,0,10,0,303.45207,303 ,,
10.1021/acsami.9b19352,,,,,Ru,Y,Ba,Y 1.9 Ba 0.1 Ru 2 O 7-δ,2,1.9,0.1,50,47.5,2.5,80,480,1,0,0,0,0,1050,,720,0,0,0,1,0.206666667,0.041333333,0,0,10,0,283.82423,284 ,,
10.1021/acsami.9b19352,,,,,Ru,Y,Ba,Y 1.85 Ba 0.15 Ru 2 O 7-δ,2,1.85,0.15,50,46.25,3.75,80,480,1,0,0,0,0,1050,,720,0,0,0,1,0.206666667,0.041333333,0,0,10,0,278.60782,279 ,,
10.1021/acsami.9b19352,,,,,Ru,Y,Ba,Y 1.75 Ba 0.25 Ru 2 O 7-δ,2,1.75,0.25,50,43.75,6.25,80,480,1,0,0,0,0,1050,,720,0,0,0,1,0.206666667,0.041333333,0,0,10,0,288.42174,288 ,,
10.1021/acsami.9b19352,,,,,Ru,Y,Ba,Y 1.6 Ba 0.4 Ru 2 O 7-δ,2,1.6,0.4,50,40,10,80,480,1,0,0,0,0,1050,,720,0,0,0,1,0.206666667,0.041333333,0,0,10,0,298.14725,298 ,,
10.1002/anie.201909369,,,,,Li,Se,Ir,Li-IrSe2,1.25,0.228571429,0.114285714,78.47533632,14.34977578,7.174887892,60,180,1,0,0,0,0,1000,,1200,0,0,0,1,0.25,0,0,1,2,1,224.10655,224 ,,
10.1002/anie.201909369,,,,,Li,Se,Ir,Li-IrSe2,1.25,0.228571429,0.114285714,78.47533632,14.34977578,7.174887892,60,180,1,0,0,0,0,1000,,1200,0,0,0,1,1,0,0,1,2,1,199.17026,199 ,,
10.1002/anie.201909369,,,,,Li,Se,Ir,Li-IrSe2,1.25,0.228571429,0.114285714,78.47533632,14.34977578,7.174887892,60,180,1,0,0,0,0,1000,,1200,0,0,0,1,3,0,0,1,2,1,183.89398,184 ,,
10.1021/acsenergylett.0c01384,,,,,B,Ru,None,RuB2,4,1,0,80,20,0,25,,1,0,0,1,0,900,,120,0,0,0,1,0.571,0,0,0,5,,223,223 ,,
10.1002/smtd.201900129,,,,,Ir,Ni,None,IrNi NF,77,23,0,77,23,0,250,180,1,0,1,0,0,25,0,0,0,0,0,0.1,0.011136242,0,0,0,10,1,293.61924,294 ,,
10.1002/smtd.201900129,,,,,Ir,Co,None,IrCo NF,77,23,0,77,23,0,250,180,1,0,1,0,0,25,0,0,0,0,0,0.1,0.011136242,0,0,0,10,1,313.48433,313 ,,
10.1002/smtd.201900129,,,,,Ir,None,None,Ir NF,100,0,0,100,0,0,250,180,1,0,1,0,0,25,0,0,0,0,0,0.1,0.0102,0,0,0,10,1,328.28179,328 ,,
10.1021/acsami.8b08717,,,,,Ir,Co,None,IrCo0.65,1,0.65,0,60.60606061,39.39393939,0,280,120,1,0,1,0,0,25,0,0,0,1,0,0.1,0.018,0.072,0,0,5,,283.36517,283 ,,
10.1021/acsami.8b08717,,,,,Co,Ir,None,IrCo1.48,1.48,1,0,59.67741935,40.32258065,0,280,120,1,0,1,0,0,25,0,0,0,1,0,0.1,0.018,0.072,0,0,5,,299.90318,300 ,,
10.1021/acsami.8b08717,,,,,Co,Ir,None,IrCo2.71,2.71,1,0,73.0458221,26.9541779,0,280,120,1,0,1,0,0,25,0,0,0,1,0,0.1,0.018,0.072,0,0,5,,292.213,292 ,,
10.1021/acsami.8b08717,,,,,Ir,None,None,Ir,1,0,0,100,0,0,280,120,1,0,1,0,0,25,0,0,0,1,0,0.1,0.018,0.072,0,0,5,,311.56247,312 ,,
10.1021/acs.nanolett.0c04878,,,,,Ir,Ni,Cu,"IrCuNi
DCNCs/C",1,1,1,33.33333333,33.33333333,33.33333333,270,60,1,0,1,0,0,200,,300,0,1,0,0.1,0.050955414,0.203821656,0,0,10,1,273,273 ,,
10.1021/acs.nanolett.0c04878,,,,,Cu,Ir,None,IrCuNDs/C,2,1,0,66.66666667,33.33333333,0,270,60,1,0,1,0,0,200,,300,0,1,0,0.1,0.050955414,0.203821656,0,0,10,1,295,295 ,,
10.1021/acs.nanolett.0c04878,,,,,Ni,Ir,None,"IrNi
NCs/C",2,1,0,66.66666667,33.33333333,0,270,60,1,0,1,0,0,200,,300,0,1,0,0.1,0.050955414,0.203821656,0,0,10,1,308,308 ,,
10.1021/acs.nanolett.0c04878,,,,,Ir,None,None,Ir/C,1,0,0,100,0,0,270,180,1,0,1,0,0,200,,300,0,1,0,0.1,0.050955414,0.203821656,0,0,10,1,345,345 ,,
10.1002/adfm.202004375,,,,,Te,Ir,None,DO-IrTe2,0.05,0.025,0,66.66666667,33.33333333,0,200,600,0,0,1,0,0,25,0,0,0,0,0,0.1,0.050955414,0.203821656,0,0,5,0,285,285 ,,
10.1002/adfm.202004375,,,,,Te,Ir,None,DO-IrTe2,0.05,0.025,0,66.66666667,33.33333333,0,200,600,0,0,1,0,0,25,0,0,0,0,0,1,0.050955414,0.203821656,0,0,5,0,297,297 ,,
10.1016/j.apcatb.2020.119394,,,,,Ir,None,None,Ir-NR/C,1,0,0,100,0,0,90,120,1,1,0,0,0,300,2,120,0,0,0,1,0;014,0.269,0,0,5,1,290,290 ,,
10.1021/acsami.0c01937,,,,,Ir,None,None,Ir NT,1,0,0,100,0,0,160,720,0,0,1,0,0,25,0,0,0,0,0,0.1,0.5823,0,0,0,5,0,245,245 ,,
10.1021/acsanm.9b02230,,,,,Sn,Ir,Sb,Ir 11wt% Sn-Sb-O2,0.565827815,0.057291667,0.023576159,87.49522641,8.859139154,3.645634434,140,60,1,0,1,0,0,25,0,0,0,1,0,0.2,0.004470833,0.036173106,1,0,5,1,374,374 ,,
10.1016/j.apcatb.2018.10.041,,,,,Ni,Co,Ir,Ir0.12NiCo0.88O4,1,0.88,0.12,50,44,6,200,600,0,0,0,0,0,400,,600,0,0,0,0.1,0.2,0,0,1,0.1,,329.44319,329 ,,
10.1016/j.apcatb.2018.10.041,,,,,Ni,Co,Ir,Ir0.2NiCo0.8O4,1,0.8,0.2,50,40,10,200,600,0,0,0,0,0,400,,600,0,0,0,0.1,0.2,0,0,1,0.1,,287.48344,287 ,,
10.1016/j.apcatb.2018.10.041,,,,,Ni,Co,Ir,Ir0.25NiCo0.75O4,1,0.75,0.25,50,37.5,12.5,200,600,0,0,0,0,0,400,,600,0,0,0,0.1,0.2,0,0,1,0.1,,311.0858,311 ,,
10.1038/ncomms12363,,,,,Ba,Ir,Nd,Ba 2 NdIrO 6,2,1,1,50,25,25,25,,1,0,0,1,0,1250,,7200,0,0,0,0.1,0.03,0,0,0,10,0,370.4065,370 ,,
10.1038/ncomms12363,,,,,Ba,Ir,Pr,Ba 2 PrIrO 6,2,1,1,50,25,25,25,,1,0,0,1,0,1250,,7200,0,0,0,0.1,0.03,0,0,0,10,0,389.36337,389 ,,
10.1038/ncomms12363,,,,,Ba,Ir,La,Ba 2 LaIrO 6,2,1,1,50,25,25,25,,1,0,0,1,0,1250,,7200,0,0,0,0.1,0.03,0,0,0,10,0,418.34391,418 ,,
10.1038/ncomms12363,,,,,Sr,Ir,Y,Sr2 Y Ir06,2,1,1,50,25,25,25,,1,0,0,1,0,1200,,1440,0,0,0,0.1,0.03,0,0,0,10,0,393.43722,393 ,,
10.1021/acsnano.7b00233,,,,,Ni,Cu,Ir,IrNiCu DNF/C,4,2,1,57.14285714,28.57142857,14.28571429,260,40,1,0,1,0,0,25,0,0,0,0,0,0.1,0.02256,0.13744,0,0,5,0,302,302 ,,
10.1021/acsnano.7b00233,,,,,Ni,Cu,Ir,IrNiCu SNF/C,4,2,2,50,25,25,260,40,1,0,1,0,0,25,0,0,0,0,0,0.1,0.022091503,0.108627451,0,0,5,0,306,306 ,,
10.1002/adma.201703798,,,,,Ni,Co,Ir,IrCoNi/C,0.027322404,0.027322404,0.014943216,39.26308378,39.26308378,21.47383243,250,60,1,0,1,0,1,250,,60,0,0,0,0.1,0.0125,0.05,0,0,5,1,302.16666,302 ,,
10.1002/adma.201703798,,,,,Co,Ir,None,IrCo/C,0.027322404,0.014943216,0,64.64451314,35.35548686,0,250,60,1,0,1,0,1,250,,60,0,0,0,0.1,0.0125,0.05,0,0,5,1,310.87556,311 ,,
10.1002/adma.201703798,,,,,Ni,Ir,None,IrNi/C,0.027322404,0.014943216,0,64.64451314,35.35548686,0,250,60,1,0,1,0,1,250,,60,0,0,0,0.1,0.0125,0.05,0,0,5,1,360.56753,361 ,,
10.1002/cctc.201901411,,,,,Ir,Cr,None,Ir0.6Cr0.4Ox-350,6,4,0,60,40,0,25,480,1,0,0,0,0,350,3,360,0,0,0,1,0.56,0,0,1,10,,245.36605,245 ,,
10.1002/cctc.201901411,,,,,Ir,Cr,None,Ir0.6Cr0.4Ox-450,6,4,0,60,40,0,25,480,1,0,0,0,0,450,3,360,0,0,0,1,0.56,0,0,1,10,,292.20816,292 ,,
10.1002/cctc.201901411,,,,,Ir,Cr,None,Ir0.7Cr0.3Ox-350,7,3,0,70,30,0,25,480,1,0,0,0,0,350,3,360,0,0,0,1,0.56,0,0,1,10,,247.6965,248 ,,
10.1002/cctc.201901411,,,,,Ir,Cr,None,Ir0.5Cr0.5Ox-350,5,5,0,50,50,0,25,480,1,0,0,0,0,350,3,360,0,0,0,1,0.56,0,0,1,10,,250.95914,251 ,,
10.1016/j.electacta.2019.03.179,,,,,Co,Zn,Ir,IrCo NPs,2,1,0.049140049,65.5922643,32.79613215,1.611603546,25,1440,1,0,0,0,0,900,5,150,0,0,1,1,0.3375,0,0,0,5,0,270,270 ,,
10.1021/acs.jpcc.5b11868,,,,,Ru,Ir,None,IrO2@RuO2,75,25,0,75,25,0,25,120,1,1,0,0,0,400,2,60,0,0,0,1,0.38,0,0,1,5,,266,266 ,,
