DOI,,,,,Metal_1,Metal_2,Metal_3,Sample Name,Metal_1_Amount,Metal_2_Amount,Metal_3_Amount,Metal_1_Proportion,Metal_2_Proportion,Metal_3_Proportion,Hydrothermal Temp degree,Hydrothermal Time min,Hydrothermal Strring,Strong Reductant in liquid,Weak Reductant in liquid,Mixed in solid or liquired,Acid wash or not,Annealing Temp degree,Annealing Rising Rtae degree min-1,Annealing Time min,Annealing Stirring,Annealing Inert,Annealing Reductive,Proton Concentration M,Catalyst_Loading mg cm -2,Support Material Loading mg cm -2,support not carbon,Glassy Carbon_0/Carbon Paper_1,Scanning Speed mV s-1,O2 saturated/1 for yes,Overpotential mV @10 mA cm-2 (raw),Overpotential mV @10 mA cm-2,,
10.1021/acsami.9b11287,,,,,Sr,Ir,Co,Co:Ir =0.2:1,1.321003963,0.165586902,0.03311738,86.92484014,10.89596655,2.17919331,150,720,1,0,0,0,0,500,1.7,180,0,0,0,0.1,0.45,0,0,0,1,1,234,234 ,,
10.1021/acsami.9b11287,,,,,Sr,Ir,Co,Co:Ir =0.25:1,1.321003963,0.165586902,0.041396726,86.45384106,10.83692715,2.709231788,150,720,1,0,0,0,0,500,1.7,180,0,0,0,0.1,0.45,0,0,0,1,1,283.75558,284 ,,
10.1021/acsami.9b11287,,,,,Sr,Ir,Co,Co:Ir =0.3:1,1.321003963,0.165586902,0.049676071,85.98791866,10.77852411,3.233557233,150,720,1,0,0,0,0,500,1.7,180,0,0,0,0.1,0.45,0,0,0,1,1,288.93689,289 ,,
10.1021/acsami.9b11287,,,,,Sr,Ir,Fe,Fe,1.321003963,0.165586902,0.03311738,86.92484014,10.89596655,2.17919331,150,720,1,0,0,0,0,500,1.7,180,0,0,0,0.1,0.45,0,0,0,1,1,289.55651,290 ,,
10.1021/acsami.9b11287,,,,,Sr,Ir,Ni,Ni,1.321003963,0.165586902,0.03311738,86.92484014,10.89596655,2.17919331,150,720,1,0,0,0,0,500,1.7,180,0,0,0,0.1,0.45,0,0,0,1,1,263.23044,263 ,,
10.1021/acsami.9b11287,,,,,Sr,Ir,Cu,Cu,1.321003963,0.165586902,0.03311738,86.92484014,10.89596655,2.17919331,150,720,1,0,0,0,0,500,1.7,180,0,0,0,0.1,0.45,0,0,0,1,1,250.69421,251 ,,
10.1021/acsami.9b11287,,,,,Sr,Ir,Zn,Zn,1.321003963,0.165586902,0.03311738,86.92484014,10.89596655,2.17919331,150,720,1,0,0,0,0,500,1.7,180,0,0,0,0.1,0.45,0,0,0,1,1,274.62701,275 ,,
10.1039/D1EE03610F,,,,,Mn,Ru,None,Mn0.75Ru0.25O2-,2.5,1.8,0,58.13953488,41.86046512,0,25,60,1,0,0,0,0,350,,120,0,1,0,1,0.28,0,0,0,5,,238,238 ,,
10.1039/D1EE03610F,,,,,Mn,Ru,None,Mn0.73Ru0.27O2-,2.5,2,0,55.55555556,44.44444444,0,25,60,1,0,0,0,0,350,,120,0,1,0,1,0.28,0,0,0,5,,208,208 ,,
10.1039/D1EE03610F,,,,,Mn,Ru,None,Mn0.69Ru0.31O2-,2.5,2.2,0,53.19148936,46.80851064,0,25,60,1,0,0,0,0,350,,120,0,1,0,1,0.28,0,0,0,5,,218,218 ,,
10.1039/D1EE03610F,,,,,Mn,Ru,None,Mn0.73Ru0.27O2-1,2.5,2,0,55.55555556,44.44444444,0,25,60,1,0,0,0,0,350,,180,0,1,0,1,0.28,0,0,0,5,,226,226 ,,
10.1039/D1EE03610F,,,,,Mn,Ru,None,Mn0.73Ru0.27O2,2.5,2,0,55.55555556,44.44444444,0,25,60,1,0,0,0,0,350,,300,0,1,0,1,0.28,0,0,0,5,,285,285 ,,
10.1039/D1EE03610F,,,,,Mn,Ir,None,MnIrO2-,2.5,2,0,55.55555556,44.44444444,0,25,60,1,0,0,0,0,350,,120,0,1,0,1,0.28,0,0,0,5,,309,309 ,,
10.1016/j.jpowsour.2021.230950,,,,,Sr,Ru,None,SrRuO3,1,1,0,50,50,0,140,,0,0,0,0,0,800,,720,0,0,0,0.1,0.5,0.1,0,0,10,1,186.27007,186 ,,
10.1016/j.jpowsour.2021.230950,,,,,Sr,Ru,K,K0.05Sr0.95RuO3,1,0.95,0.05,50,47.5,2.5,140,,0,0,0,0,0,950,,720,0,0,0,0.1,0.5,0.1,0,0,10,1,138.32729,138 ,,
10.1016/j.jpowsour.2021.230950,,,,,Sr,Ru,K,K0.1Sr0.9RuO3,1,0.9,0.1,50,45,5,140,,0,0,0,0,0,950,,720,0,0,0,0.1,0.5,0.1,0,0,10,1,152.07408,152 ,,
10.1016/j.jpowsour.2021.230950,,,,,Sr,Ru,K,K0.2Sr0.8RuO3,1,0.8,0.2,50,40,10,140,,0,0,0,0,0,950,,720,0,0,0,0.1,0.5,0.1,0,0,10,1,143.18312,143 ,,
10.1039/D0TA10316K,,,,,Sr,Ir,Ni,Sr2IrNiO6,2,1,1,50,25,25,140,,0,0,0,0,0,900,,3600,0,0,0,0.1,0.255,0.51,0,0,10,1,295,295 ,,
10.1039/D0TA10316K,,,,,Sr,Ir,Co,Sr2IrCoO6,2,1,1,50,25,25,140,,0,0,0,0,0,1100,,720,0,0,0,0.1,0.255,0.51,0,0,10,1,305,305 ,,
10.1039/D0TA10316K,,,,,Sr,Ir,Fe,Sr2IrFeO6,2,1,1,50,25,25,140,,0,0,0,0,0,1100,,720,0,0,0,0.1,0.255,0.51,0,0,10,1,330,330 ,,
10.1039/D0TA10316K,,,,,Sr,Ir,Sc,Sr2IrScO6,2,1,1,50,25,25,140,,0,0,0,0,0,1100,,720,0,0,0,0.1,0.255,0.51,0,0,10,1,420,420 ,,
10.1016/j.jpowsour.2021.230506,,,,,Ir,None,None,Ir/B4C-30,1,0,0,100,0,0,30,"2,880",1,1,0,0,0,25,0,0,0,0,0,0.1,0.00392,0.01568,1,0,5,0,309.06088,309 ,,
10.1016/j.jpowsour.2021.230506,,,,,Ir,None,None,Ir/B4C-60,1,0,0,100,0,0,60,"2,880",1,1,0,0,0,25,0,0,0,0,0,0.1,0.00392,0.01568,1,0,5,0,300.99915,301 ,,
10.1016/j.jpowsour.2021.230506,,,,,Ir,None,None,Ir/B4C-80,1,0,0,100,0,0,80,"2,880",1,1,0,0,0,25,0,0,0,0,0,0.1,0.00392,0.01568,1,0,5,0,287.07639,287 ,,
10.1016/j.jpowsour.2021.230506,,,,,Ir,None,None,Ir/B4C-100,1,0,0,100,0,0,100,"2,880",1,1,0,0,0,25,0,0,0,0,0,0.1,0.00392,0.01568,1,0,5,0,285.12272,285 ,,
10.1039/C9NA00568D,,,,,Ir,None,None,Ir/SiO2,1,0,0,100,0,0,230,120,1,0,1,0,0,300,,60,0,0,0,0.1,0.0093,0.026287908,0,0,10,,305,305 ,,
10.1038/s41467-019-08532-3,,,,,Sr,Co,Ir,SrCo0.9Ir0.1O3-,1,0.9,0.1,50,45,5,25,,1,0,0,1,0,1100,,720,0,1,0,0.1,0.25477707,0.101910828,0,0,10,,304,304 ,,
10.1002/admi.201500669,,,,,S,Ta,None,2H-TaS2,2,1,0,66.66666667,33.33333333,0,25,,1,0,0,1,0,750,0.034722222,"20,160",0,1,0,1,1,0,0,1,5,,556.40525,556 ,,
10.1002/admi.201500669,,,,,S,Ta,None,1T-TaS2,2,1,0,66.66666667,33.33333333,0,25,,1,0,0,1,0,900,0.034722222,"20,160",0,1,0,1,1,0,0,1,5,,461.803,462 ,,
10.1016/j.apcatb.2021.120562,,,,,Sr,Ir,None,M-SrIrO 3,0.002646128,0.000737807,0,78.19677705,21.80322295,0,150,720,1,0,0,0,0,700,,360,0,0,0,1,0.2264,0,0,0,,,269,269 ,,
10.1016/j.apcatb.2021.120562,,,,,Sr,Ir,S,S doped M-SrIrO 3,7287.939621,2032.060379,624.44,73.28657643,20.43413585,6.279287723,150,720,1,0,0,0,0,700,,360,0,1,0,1,0.2264,0,0,0,,,228,228 ,,
10.1021/acscatal.8b02901,,,,,Mn,Ir,F,Mn0.8Ir0.2O2-F,0.8,0.2,0.085,73.73271889,18.43317972,7.834101382,25,60,1,0,0,0,0,400,10,240,0,0,0,2,0.3,0,0,1,10,0,218,218 ,,
10.1021/acscatal.8b02901,,,,,Mn,Ir,None,Mn0.8Ir0.2O2,0.8,0.2,0,80,20,0,25,60,1,0,0,0,0,400,10,240,0,0,0,2,0.3,0,0,1,10,0,231.80157,232 ,,
10.1021/acscatal.8b02901,,,,,Ir,None,None,IrO2,1,0,0,100,0,0,25,120,1,0,0,0,0,500,10,60,0,0,0,2,0.3,0,0,1,10,0,266.32535,266 ,,
10.1021/acscatal.8b02901,,,,,Ir,F,None,IrO2-10F,1,0.085,0,92.16589862,7.834101382,0,25,120,1,0,0,0,0,500,10,60,0,0,0,2,0.3,0,0,1,10,0,247,247 ,,
10.1021/acs.chemmater.9b02011,,,,,Pd,Ir,None,Pd@Ir1L,0.852283405,0.0484375,0,94.62236307,5.377636925,0,190,60,1,0,1,0,0,25,0,0,0,0,0,0.1,0.109677419,0.164516129,0,0,10,0,299.81002,300 ,,
10.1021/acs.chemmater.9b02011,,,,,Pd,Ir,None,Pd@Ir2L,0.773350874,0.0921875,0,89.34911463,10.65088537,0,190,60,1,0,1,0,0,25,0,0,0,0,0,0.1,0.057627119,0.086440678,0,0,10,0,285.84352,286 ,,
10.1021/acs.chemmater.9b02011,,,,,Pd,Ir,None,Pd@Ir3L,0.698177034,0.133854167,0,83.91236212,16.08763788,0,190,60,1,0,1,0,0,25,0,0,0,0,0,0.1,0.039688716,0.059533074,0,0,10,0,262.57316,263 ,,
10.1021/acs.chemmater.9b02011,,,,,Pd,Ir,None,Pd@Ir4L,0.629580906,0.171875,0,78.55465301,21.44534699,0,190,60,1,0,1,0,0,25,0,0,0,0,0,0.1,0.030909091,0.046363636,0,0,10,0,288.88064,289 ,,
10.1021/acs.chemmater.9b02011,,,,,Pd,Ir,None,Pd@Ir3L,0.698177034,0.133854167,0,83.91236212,16.08763788,0,190,60,1,0,1,0,0,25,0,0,0,0,0,0.1,0.079377432,0.119066148,0,0,10,0,245,245 ,,
10.1039/C9NR00279K,,,,,Ir,Pt,None,Pt4@Ir96,0.1,0.005,0,95.23809524,4.761904762,0,100,720,1,0,0,0,0,25,0,0,0,0,0,0.1,0.0972,0,0,0,10,0,277,277 ,,
10.1039/C9NR00279K,,,,,Ir,Pt,None,Pt16@Ir84,0.1,0.02,0,83.33333333,16.66666667,0,100,720,1,0,0,0,0,25,0,0,0,0,0,0.1,0.097,0,0,0,10,0,0.294,0 ,,
10.1088/2053-1591/ab4f1c,,,,,Sr,Ir,None,SrIrO3-BM,1,1,0,50,50,0,25,300,1,0,0,1,0,900,,1080,0,0,0,2,0.038216561,0.00477707,0,0,1,,354.2524,354 ,,
10.1088/2053-1591/ab4f1c,,,,,Sr,Ir,None,SrIrO3-NBM,1,1,0,50,50,0,25,0,0,0,0,1,0,900,,1080,0,0,0,2,0.038216561,0.00477707,0,0,1,,282.08159,282 ,,
10.1002/adfm.201700886,,,,,Ir,None,None,Ir NCs,1,0,0,100,0,0,160,300,1,0,1,0,0,25,0,0,0,0,0,0.1,0.0125,0.0384554,0,0,5,0,297.88829,298 ,,
10.1002/adfm.201700886,,,,,Ir,Fe,None,IrFe NCs,1,1,0,50,50,0,200,300,1,0,1,0,0,25,0,0,0,0,1,0.1,0.0125,0.0384554,0,0,5,0,305.15186,305 ,,
10.1002/adfm.201700886,,,,,Ir,Co,None,IrCo NCs,1,1,0,50,50,0,200,300,1,0,1,0,0,25,0,0,0,0,1,0.1,0.0125,0.0384554,0,0,5,0,308.02351,308 ,,
10.1002/adfm.201700886,,,,,Ir,Ni,None,Ir2Ni NCs,2,1,0,66.66666667,33.33333333,0,180,300,1,0,1,0,0,25,0,0,0,0,1,0.1,0.0125,0.0384554,0,0,5,0,281.58748,282 ,,
10.1002/adfm.201700886,,,,,Ir,Ni,None,IrNi NCs,1,1,0,50,50,0,180,300,1,0,1,0,0,25,0,0,0,0,1,0.1,0.0125,0.0384554,0,0,5,0,280,280 ,,
10.1002/adfm.201700886,,,,,Ni,Ir,None,Ir2Ni3 NCs,3,2,0,60,40,0,180,300,1,0,1,0,0,25,0,0,0,0,1,0.1,0.0125,0.0384554,0,0,5,0,301.43561,301 ,,
10.1002/aenm.202003561,,,,,La,Ir,None,La3IrO7,0.199974687,0.099991019,0,66.66584982,33.33415018,0,25,,1,0,0,1,0,1000,5,240,0,0,0,0.1,0.47157,0,0,0,5,,317.50089,318 ,,
10.1002/aenm.202003561,,,,,La,Ir,None,La3IrO7,0.199974687,0.099991019,0,66.66584982,33.33415018,0,25,,1,0,0,1,0,1200,5,240,0,0,0,0.1,0.47157,0,0,0,5,,295.48156,295 ,,
10.1002/aenm.202003561,,,,,La,Ir,None,La3IrO7,0.199974687,0.099991019,0,66.66584982,33.33415018,0,25,,1,0,0,1,0,1400,5,240,0,0,0,0.1,0.47157,0,0,0,5,,323.79213,324 ,,
10.1038/s41467-022-30064-6,,,,,Mn,Br,None,Mn7.5O10Br3,2.514439462,1.028878924,0,70.96284297,29.03715703,0,25,,1,0,0,0,0,250,,300,0,0,0,1,7.184,0,0,1,1,,295,295 ,,
10.1038/s41467-022-30064-6,,,,,Mn,Cl,None,Mn8O10Cl3,2.466902476,0.933804952,0,72.54086181,27.45913819,0,25,,1,0,0,0,0,250,,300,0,0,0,1,7.032,0,0,1,1,,368,368 ,,
10.1038/s41467-022-30064-6,,,,,Mn,None,None,γ-MnO2,1,0,0,100,0,0,25,,1,0,0,0,0,250,,300,0,0,0,1,6.112,0,0,1,1,,413,413 ,,
10.1039/C8TA01288A,,,,,Ir,Te,None,IrTe NTs,0.15,0.060249664,0,71.34375262,28.65624738,0,190,60,1,0,1,0,0,25,0,0,0,0,0,0.1,0.0255,0.102,0,0,10,0,290,290 ,,
10.1039/C8NH00520F,,,,,Ir,Ni,Cu,ACIN-CS,0.02,0.02,0.02,33.33333333,33.33333333,33.33333333,260,40,1,0,1,0,0,25,0,0,0,0,0,0.1,0.019267823,0.077071291,0,0,5,0,318,318 ,,
10.1039/C8NH00520F,,,,,Ni,Ir,Cu,ACIN-HF,0.04,0.02,0.005,61.53846154,30.76923077,7.692307692,260,40,1,0,1,0,0,25,0,0,0,0,0,0.1,0.019379845,0.07751938,0,0,5,0,308,308 ,,
10.1039/C8NH00520F,,,,,Ni,Ir,Cu,CIN-SF,0.04,0.02,0.02,50,25,25,260,40,1,0,1,0,0,25,0,0,0,0,0,0.1,0.011402509,0.045610034,0,0,5,0,307,307 ,,
10.1002/aenm.201802136,,,,,Ir,None,None,IrO2-400,1,0,0,100,0,0,25,30,1,0,0,0,0,400,2,15,0,0,0,0.1,0.089681528,0.179363056,0,0,6,0,247.63667,248 ,,
10.1002/aenm.201802136,,,,,Ir,None,None,IrO2-450,1,0,0,100,0,0,25,30,1,0,0,0,0,450,2,15,0,0,0,0.1,0.089681528,0.179363056,0,0,6,0,246.94573,247 ,,
10.1002/aenm.201802136,,,,,Ir,None,None,IrO2-500,1,0,0,100,0,0,25,30,1,0,0,0,0,500,2,15,0,0,0,0.1,0.089681528,0.179363056,0,0,6,0,298.57806,299 ,,
10.1002/aenm.201802136,,,,,Ir,None,None,IrO2-550,1,0,0,100,0,0,25,30,1,0,0,0,0,550,2,15,0,0,0,0.1,0.089681528,0.179363056,0,0,6,0,304.35686,304 ,,
10.1002/aenm.201802136,,,,,Ir,Ru,None,Ir0.7Ru0.3O2-450,0.7,0.3,0,70,30,0,25,30,1,0,0,0,0,450,2,15,0,0,0,0.1,0.089681528,0.179363056,0,0,6,0,193,193 ,,
10.1016/j.electacta.2021.138391,,,,,Ti,W,Ir,IrO2/W-TiO2-30%,0.463806526,0.198774226,0.104166667,60.4901321,25.92434233,13.58552558,180,120,0,0,0,0,0,25,0,0,0,0,0,1,0.026751592,0.011464968,1,0,10,1,360,360 ,,
10.1016/j.electacta.2021.138391,,,,,Ti,W,Ir,IrO2/W-TiO2-20%,0.405830711,0.173927447,0.15625,55.13943102,23.63118472,21.22938425,180,120,0,0,0,0,0,25,0,0,0,0,0,1,0.030573248,0.007643312,1,0,10,1,384,384 ,,
10.1016/j.jpowsour.2012.08.051,,,,,Ir,None,None,IrO2,1,0,0,100,0,0,25,0.1666666,1,0,0,0,0,400,,240,0,0,0,2,0.3,0,0,1,1,0,437.81695,438 ,,
10.1016/j.jpowsour.2012.08.051,,,,,Ir,F,None,IrO2-5F,1,0.04,0,96.15384615,3.846153846,0,25,0.1666666,1,0,0,0,0,400,,240,0,0,0,2,0.3,0,0,1,1,0,431.32349,431 ,,
10.1016/j.jpowsour.2012.08.051,,,,,Ir,F,None,IrO2-10F,1,0.085,0,92.16589862,7.834101382,0,25,0.1666666,1,0,0,0,0,400,,240,0,0,0,2,0.3,0,0,1,1,0,424.41379,424 ,,
10.1016/j.jpowsour.2012.08.051,,,,,Ir,F,None,IrO2-15F,1,0.14,0,87.71929825,12.28070175,0,25,0.1666666,1,0,0,0,0,400,,240,0,0,0,2,0.3,0,0,1,1,0,408.84615,409 ,,
10.1016/j.jpowsour.2012.08.051,,,,,Ir,F,None,IrO2-20F,1,0.19,0,84.03361345,15.96638655,0,25,0.1666666,1,0,0,0,0,400,,240,0,0,0,2,0.3,0,0,1,1,0,401.93645,402 ,,
10.1016/j.jpowsour.2012.08.051,,,,,Ir,F,None,IrO2-30F,1,0.33,0,75.18796992,24.81203008,0,25,0.1666666,1,0,0,0,0,400,,240,0,0,0,2,0.3,0,0,1,1,0,417.42084,417 ,,
10.1039/C3TA01458D,,,,,Sn,Ir,None,Sn0.8Ir0.2,0.8,0.2,0,80,20,0,25,0.1666666,1,0,0,0,0,400,,240,0,0,0,2,0.3,0,0,1,1,0,359.82985,360 ,,
10.1039/C3TA01458D,,,,,Sn,Ir,F,Sn0.8Ir0.2-5F,0.8,0.2,0.04,76.92307692,19.23076923,3.846153846,25,0.1666666,1,0,0,0,0,400,,240,0,0,0,2,0.3,0,0,1,1,0,339.48184,339 ,,
10.1039/C3TA01458D,,,,,Sn,Ir,F,Sn0.8Ir0.2-10F,0.8,0.2,0.085,73.73271889,18.43317972,7.834101382,25,0.1666666,1,0,0,0,0,400,,240,0,0,0,2,0.3,0,0,1,1,0,312.08517,312 ,,
10.1039/C3TA01458D,,,,,Sn,Ir,F,Sn0.8Ir0.2-15F,0.8,0.2,0.14,70.1754386,17.54385965,12.28070175,25,0.1666666,1,0,0,0,0,400,,240,0,0,0,2,0.3,0,0,1,1,0,342,342 ,,
10.1039/C3TA01458D,,,,,Ta,Ir,F,Ta0.8Ir0.2-5F,0.8,0.2,0.04,76.92307692,19.23076923,3.846153846,25,0.1666666,1,0,0,0,0,400,,240,0,0,0,2,0.3,0,0,1,1,0,578.82235,579 ,,
10.1039/C3TA01458D,,,,,Ta,Ir,F,Ta0.8Ir0.2-10F,0.8,0.2,0.085,73.73271889,18.43317972,7.834101382,25,0.1666666,1,0,0,0,0,400,,240,0,0,0,2,0.3,0,0,1,1,0,535.90052,536 ,,
10.1016/j.jpowsour.2013.06.099,,,,,Ru,None,None,RuO2,1,0,0,100,0,0,25,0.1666666,1,0,0,0,0,500,,240,0,0,0,2,0.3,0,0,1,1,0,291.80921,292 ,,
10.1016/j.jpowsour.2013.06.099,,,,,Sn,Ru,F,Sn0.8Ru0.2O2,0.8,0.2,0,80,20,0,25,0.1666666,1,0,0,0,0,500,,240,0,0,0,2,0.3,0,0,1,1,0,327.95892,328 ,,
10.1016/j.jpowsour.2013.06.099,,,,,Sn,Ru,F,Sn0.8Ru0.2O2-5F,0.8,0.2,0,80,20,0,25,0.1666666,1,0,0,0,0,500,,240,0,0,0,2,0.3,0,0,1,1,0,312.699,313 ,,
10.1016/j.jpowsour.2013.06.099,,,,,Sn,Ru,F,Sn0.8Ru0.2O2-10F,0.8,0.2,0,80,20,0,25,0.1666666,1,0,0,0,0,500,,240,0,0,0,2,0.3,0,0,1,1,0,289.29058,289 ,,
10.1016/j.mseb.2016.06.015,,,,,Nb,Ir,None,Nb0.75Ir0.25O2,0.75,0.25,0,75,25,0,75,1440,0,0,0,0,0,400,,240,0,0,0,2,0.3,0,0,1,1,0,289.20106,289 ,,
10.1016/j.mseb.2016.06.015,,,,,Nb,Ir,F,Nb0.75Ir0.25O2-10F,0.75,0.25,0.085,69.12442396,23.04147465,7.834101382,75,1440,0,0,0,0,0,400,,240,0,0,0,2,0.3,0,0,1,1,0,261.73741,262 ,,
10.1039/C6RA27354H,,,,,Mn,Ir,F,Ir0.2Mn0.8O2-10F,0.8,0.2,0.085,73.73271889,18.43317972,7.834101382,25,0.1666666,1,0,0,0,0,400,,240,0,0,0,2,0.3,0,0,1,1,0,231.91404,232 ,,
10.1039/C6RA27354H,,,,,Mn,Ir,F,Ir0.3Mn0.7O2-10F,0.7,0.3,0.085,64.51612903,27.64976959,7.834101382,25,0.1666666,1,0,0,0,0,400,,240,0,0,0,2,0.3,0,0,1,1,0,224.4639,224 ,,
10.1039/C6RA27354H,,,,,Mn,Ir,F,Ir0.4Mn0.6O2-10F,0.6,0.4,0.085,55.29953917,36.86635945,7.834101382,25,0.1666666,1,0,0,0,0,400,,240,0,0,0,2,0.3,0,0,1,1,0,217.20479,217 ,,
10.1039/C6RA27354H,,,,,Mn,Ir,None,Ir0.3Mn0.7O2,0.7,0.3,0,70,30,0,25,0.1666666,1,0,0,0,0,400,,240,0,0,0,2,0.3,0,0,1,1,0,222,222 ,,
10.1016/j.ijhydene.2013.10.123,,,,,Nb,Sn,Ir,Ir0.3Sn0.35Nb0.35,0.35,0.35,0.3,35,35,30,25,0.1666666,1,0,0,0,0,500,,240,0,0,0,2,0.3,0,0,1,1,0,352,352 ,,
10.1016/j.nanoen.2016.04.035,,,,,Co,None,None,Co3O4/CP,1,0,0,100,0,0,25,240,0,0,0,0,0,350,2.9166666,240,0,0,0,1,5.04,0,0,1,5,,385.26702,385 ,,
10.1016/j.nanoen.2016.04.035,,,,,Co,None,None,Co3O4/CP(air 5h),1,0,0,100,0,0,25,240,0,0,0,0,0,350,2.9166666,300,0,0,0,1,5.04,0,0,1,5,,368.49691,368 ,,
10.1016/j.nanoen.2016.04.035,,,,,Co,None,None,Co3O4(vaccum 1h),1,0,0,100,0,0,25,240,0,0,0,0,0,350,2.9166666,60,0,1,0,1,5.04,0,0,1,5,,372.01863,372 ,,
10.1016/j.apcatb.2018.11.071,,,,,Ru,Y,Zn,YZRO,0.8588703,0.462126235,0.037357631,63.22874558,34.02104156,2.750212861,85,480,1,0,0,0,0,1050,5,720,0,0,0,1,0.2038216,0.04076432,0,0,10,,290,290 ,,
10.1016/j.apcatb.2018.11.071,,,,,Ru,Y,None,YRO,0.8588703,0.462126235,0,65.01684727,34.98315273,0,85,480,1,0,0,0,0,1050,5,720,0,0,0,1,0.2038216,0.04076432,0,0,10,,370,370 ,,
10.1080/00986445.2018.1423970,,,,,Ir,None,None,Ir-IrO2-0AF,1,0,0,100,0,0,250,720,0,0,0,0,0,500,,300,0,0,0,0.1,0.2,0,0,1,10,,363.69166,364 ,,
10.1080/00986445.2018.1423970,,,,,Ir,F,None,Ir-IrO2-0.5AF,1,0.5,0,66.66666667,33.33333333,0,250,720,0,0,0,0,0,500,,300,0,0,0,0.1,0.2,0,0,1,10,,331.2778,331 ,,
10.1080/00986445.2018.1423970,,,,,Ir,F,None,Ir-IrO2-1AF,1,1,0,50,50,0,250,720,0,0,0,0,0,500,,300,0,0,0,0.1,0.2,0,0,1,10,,348.64993,349 ,,
10.1016/j.nanoen.2017.02.045,,,,,Ir,Ru,None,Ir0.7Ru0.3-TT,0.7,0.3,0,70,30,0,25,330,1,1,0,0,0,490,5,30,0,0,0,0.1,0.06,0,0,0,5,0,362,362 ,,
10.1039/C2CP44496H,,,,,Ir,None,None,IrO2,1,0,0,100,0,0,60,1080,1,1,0,0,0,400,,120,0,0,0,1,0.994718395,0,0,0,2,0,269.2196,269 ,,
10.1039/C2CP44496H,,,,,Ir,Sn,None,Ir0.67Sn0.33O2,0.8,0.2,0,80,20,0,60,1080,1,1,0,0,0,400,,120,0,0,0,1,0.994718395,0,0,0,2,0,283.44897,283 ,,
10.1039/C2CP44496H,,,,,Ir,Sn,None,Ir0.52Sn0.48O2,0.6,0.4,0,60,40,0,60,1080,1,1,0,0,0,400,,120,0,0,0,1,0.994718395,0,0,0,2,0,275.77924,276 ,,
10.1021/acs.chemmater.8b03620,,,,,Ir,Cu,None,S-IrCu0.9,1,0.9,0,52.63157895,47.36842105,0,200,300,0,0,1,0,0,25,0,0,0,0,0,0.1,0.078,0.312,0,0,5,0,346.2827,346 ,,
10.1021/acs.chemmater.8b03620,,,,,Cu,Ir,None,S-IrCu1.4,1.4,1,0,58.33333333,41.66666667,0,200,300,0,0,1,0,0,25,0,0,0,0,0,0.1,0.088,0.352,0,0,5,0,350.21488,350 ,,
10.1021/acs.chemmater.8b03620,,,,,Cu,Ir,None,S-IrCu2.3,2.3,1,0,69.6969697,30.3030303,0,200,300,0,0,1,0,0,25,0,0,0,0,0,0.1,0.106,0.424,0,0,5,0,358.17515,358 ,,
10.1021/acs.chemmater.8b03620,,,,,Ir,Cu,None,P-IrCu0.9,1,0.9,0,52.63157895,47.36842105,0,200,300,0,0,1,0,1,25,0,0,0,0,0,0.1,0.078,0.312,0,0,5,0,323.43289,323 ,,
10.1021/acs.chemmater.8b03620,,,,,Cu,Ir,None,P-IrCu1.4,1.4,1,0,58.33333333,41.66666667,0,200,300,0,0,1,0,1,25,0,0,0,0,0,0.1,0.088,0.352,0,0,5,0,311.82815,312 ,,
10.1021/acs.chemmater.8b03620,,,,,Cu,Ir,None,P-IrCu2.3,2.3,1,0,69.6969697,30.3030303,0,200,300,0,0,1,0,1,25,0,0,0,0,0,0.1,0.106,0.424,0,0,5,0,310.65329,311 ,,
10.1007/s10853-019-04201-4,,,,,Ti,Ir,None,TiN/IrO 2 -25,1.209677419,0.111607143,0,91.55313351,8.446866485,0,80,60,1,0,1,0,0,25,0,0,0,1,0,1,0.063697513,0.191092538,1,0,10,1,347.01949,347 ,,
10.1007/s10853-019-04201-4,,,,,Ti,Ir,None,TiN/IrO 2 -31,1.112903226,0.138392857,0,88.94003913,11.05996087,0,80,60,1,0,1,0,0,25,0,0,0,1,0,1,0.078984916,0.175805135,1,0,10,1,322.94835,323 ,,
10.1007/s10853-019-04201-4,,,,,Ti,Ir,None,TiN/IrO 2 -40,0.967741935,0.178571429,0,84.42211055,15.57788945,0,80,60,1,0,1,0,0,25,0,0,0,1,0,1,0.10191602,0.15287403,1,0,10,1,332.72468,333 ,,
10.1007/s10853-019-04201-4,,,,,Ti,Ir,None,TiN/IrO 2 -50,0.806451613,0.223214286,0,78.32167832,21.67832168,0,80,60,1,0,1,0,0,25,0,0,0,1,0,1,0.129942926,0.124847125,1,0,10,1,335.97564,336 ,,
10.1016/j.jcat.2018.06.018,,,,,Fe,None,None,c-Fe2O3,1,0,0,100,0,0,200,0.036666667,1,0,0,0,0,400,,30,0,1,0,1,1,0,0,1,10,,653,653 ,,
10.1016/j.jcat.2018.06.018,,,,,Fe,None,None,h-Fe2O3,1,0,0,100,0,0,200,0.036666667,1,0,0,0,0,400,,30,0,0,0,1,1,0,0,1,10,,617,617 ,,
10.1021/acscatal.2c00856,,,,,Ir,None,None,np-IrO2,1,0,0,100,0,0,25,,1,1,0,0,0,200,,120,0,1,0,0.1,0.06,0,0,1,,0,326,326 ,,
10.1021/acscatal.2c00856,,,,,Os,Ir,None,dtf-IrOs3,3,1,0,75,25,0,25,,0,0,0,0,0,1100,,1.166666667,0,0,1,0.1,0.0503,0,0,1,,0,302,302 ,,
